scan_variable,scan_cut,muIsoCut,egmIsoCut,fixed_mu_iso,fixed_egm_iso,dPhiCut,mJJCut,pixelCut,signal_name,sig_A,sig_B,sig_C,sig_D,signalEff,AsimovSig,ACounts,BCounts,CCounts,DCounts,A_Unc,B_Unc,C_Unc,D_Unc,prediction,predictionUnc,closure,closureUnc,closureSignificance,tf_AC,tf_AC_unc,tf_BD,tf_BD_unc,tf_ratio,fixed_value,fixed_variable,scanned_variable
egm,0.11,0.1,0.11,0.1,0.1,2.0,150.0,3,2Mu2E_200GeV_0p25GeV_1p0mm_info,13.06453838174274,2.6377334024896264,3.010119294605809,0.7447717842323651,0.671451355661882,2.037542023606779,36.979110768953674,632.3517273116754,526.027044744455,4373.728585707286,12.906189475357534,91.51206718950101,209.76530236849376,408.83223542598233,76.05275540960918,33.03704840459509,-1.0566410015856933,1.146031433171231,-1.1016427720021749,0.0702988774786631,0.03725375182810672,0.1445795537880676,0.02490821173902267,0.4862297305309915,0.1,muIsoCut,egmIsoCut
egm,0.12,0.1,0.12,0.1,0.1,2.0,150.0,3,2Mu2E_200GeV_0p25GeV_1p0mm_info,13.343827800829876,2.7618620331950208,2.730829875518672,0.620643153526971,0.685805422647528,2.0623440922511556,37.64259979915204,660.4149567158236,525.3635557142566,4345.665356303138,12.923099712834198,92.26562121162205,209.76426125136663,408.66283205979846,79.8400064109537,34.59772149117498,-1.1210013877084077,1.1725974149607887,-1.1425551401342027,0.07165057299792169,0.03772946711260665,0.15197096475869445,0.025593394766213244,0.4714754105278684,0.1,muIsoCut,egmIsoCut
egm,0.13,0.1,0.13,0.1,0.1,2.0,150.0,3,2Mu2E_200GeV_0p25GeV_1p0mm_info,13.592085062240663,2.823926348547718,2.482572614107884,0.5585788381742739,0.6985645933014354,2.023707347218373,40.79852246121344,708.6266835626684,522.2076330521952,4297.453629456292,13.280988694260238,94.01899524969645,209.7419060269606,408.26300799477184,86.10919280301955,37.33079652129261,-1.1105958649576664,1.1442356640387492,-1.1435479809558746,0.07812701285646581,0.04039142003005509,0.16489455027635117,0.026907942714806298,0.47379984799698155,0.1,muIsoCut,egmIsoCut
egm,0.14,0.1,0.14,0.1,0.1,2.0,150.0,3,2Mu2E_200GeV_0p25GeV_1p0mm_info,13.68518153526971,2.885990663900415,2.389476141078838,0.49651452282157676,0.7033492822966507,2.007615766562871,42.120298009516105,758.9640805441978,520.8858575038925,4247.116232474765,13.31383513462919,99.92481833165388,209.73982358752798,406.85782018548883,93.08284357420555,40.42905195975718,-1.2099284186730026,1.1871233578266038,-1.1972917951189708,0.08086281745363254,0.04139420455575964,0.17870103830474984,0.02909653606810118,0.45250334424880184,0.1,muIsoCut,egmIsoCut
egm,0.15,0.1,0.15,0.1,0.1,2.0,150.0,3,2Mu2E_200GeV_0p25GeV_1p0mm_info,13.778278008298756,2.948054979253112,2.2963796680497923,0.4344502074688797,0.7081339712918661,1.056843468956661,165.4371726396603,775.5689103994796,397.5689828737483,4230.5114026194815,116.92825207349036,100.29540266656971,174.63056912109556,406.7666251902339,72.8853118479011,34.10107711913928,0.5594381197105379,0.3734260442952101,0.759871090048201,0.4161219304479706,0.3462774157641751,0.18332746010783865,0.02954259841530774,2.269828699984145,0.1,muIsoCut,egmIsoCut
egm,0.16,0.1,0.16,0.1,0.1,2.0,150.0,3,2Mu2E_200GeV_0p25GeV_1p0mm_info,13.90240663900415,3.0411514522821577,2.1722510373443984,0.341353734439834,0.7145135566188198,1.0662382294728485,165.43717264092805,826.1931841833878,397.5689828724806,4179.887128835573,116.92825207349036,105.85360368938137,174.63056912109556,405.35573235205766,78.583170733481,36.75449681629686,0.5249968947182064,0.4025773270268884,0.7086143164428425,0.4161219304524862,0.34627741576632626,0.19765920914078544,0.031761037278616955,2.105249394962912,0.1,muIsoCut,egmIsoCut
egm,0.17,0.1,0.17,0.1,0.1,2.0,150.0,3,2Mu2E_200GeV_0p25GeV_1p0mm_info,14.026535269709544,3.0721836099585063,2.048122406639004,0.3103215767634855,0.7208931419457736,1.0749466780204746,165.65361084977542,843.7681021900315,397.3525446636332,4162.31221082893,116.92832865741123,106.20751057690444,174.63051784239735,405.26314890668056,80.54979673051565,37.64968900318854,0.5137456025419028,0.4116567784101325,0.6928005837237865,0.41689329305794304,0.3466452279215843,0.20271619702021199,0.03225921400868363,2.0565366713957065,0.1,muIsoCut,egmIsoCut
egm,0.18,0.1,0.18,0.1,0.1,2.0,150.0,3,2Mu2E_200GeV_0p25GeV_1p0mm_info,14.150663900414937,3.0721836099585063,1.9239937759336099,0.3103215767634855,0.7272727272727272,1.0615524540410566,173.03822274661468,1139.1514132608859,389.96793276679404,3866.928899758075,117.15929023457396,198.61754182979143,174.47565021013764,368.87576125599884,114.87993010823443,56.24138880194066,0.33610084358958814,0.5547042119999268,0.44751193917781784,0.44372423526960564,0.36010130507841004,0.2945881454743463,0.05854795918383727,1.5062528553384935,0.1,muIsoCut,egmIsoCut
egm,0.19,0.1,0.19,0.1,0.1,2.0,150.0,3,2Mu2E_200GeV_0p25GeV_1p0mm_info,14.398921161825726,3.103215767634855,1.6757365145228216,0.27928941908713695,0.7400318979266347,1.0799233811571296,173.04082400329554,1166.1535371404739,389.9653315101131,3839.926775878487,117.15929026345138,199.05125459151895,174.47565019074665,368.6419037633187,118.42919858768332,57.84030087422481,0.315599661121425,0.5713585500511924,0.4179703254906805,0.4437338656059686,0.36010608263848687,0.30369160799262496,0.05947369732765343,1.46113311638412,0.1,muIsoCut,egmIsoCut
egm,0.2,0.1,0.2,0.1,0.1,2.0,150.0,3,2Mu2E_200GeV_0p25GeV_1p0mm_info,14.460985477178424,3.103215767634855,1.6136721991701244,0.27928941908713695,0.7432216905901116,1.0845167796396755,173.0408240045633,1219.9097806194586,389.9653315088454,3786.1705323995025,117.15929026345138,202.0174690189579,174.47565019074665,367.0247912278897,125.6474102101943,61.16836748812601,0.2738857380447932,0.6055163683029227,0.3585898857544287,0.4437338656106621,0.36010608264081523,0.3222014883324168,0.061826173739235164,1.3771937178417368,0.1,muIsoCut,egmIsoCut
egm,0.21,0.1,0.21,0.1,0.1,2.0,150.0,3,2Mu2E_200GeV_0p25GeV_1p0mm_info,14.492017634854772,3.103215767634855,1.582640041493776,0.27928941908713695,0.74481658692185,1.0650081819814714,180.39367301433893,1249.8667646183092,382.6124824990697,3756.213548400653,117.38979377919377,202.4482801282533,174.32064743167345,366.78733489286935,127.31294944807098,62.80393451540529,0.2942493640674899,0.5763066394777797,0.39870108149413325,0.4714787971267444,0.374534227215745,0.33274646090089477,0.06293338888798732,1.4169310647218865,0.1,muIsoCut,egmIsoCut
egm,0.22,0.1,0.22,0.1,0.1,2.0,150.0,3,2Mu2E_200GeV_0p25GeV_1p0mm_info,14.52304979253112,3.1342479253112034,1.5516078838174274,0.24825726141078838,0.7464114832535885,1.0672596594949728,180.3936730168744,1309.038813333102,382.61248249653426,3697.0414996858594,117.38979377919377,205.47630809035093,174.32064743167345,365.0996329473104,135.47443005339633,66.64023897567401,0.24900675401889638,0.6126161824034484,0.3327690495331258,0.4714787971364955,0.3745342272207749,0.35407739227280305,0.06566317005517126,1.331569898066915,0.1,muIsoCut,egmIsoCut
egm,0.23,0.1,0.23,0.1,0.1,2.0,150.0,3,2Mu2E_200GeV_0p25GeV_1p0mm_info,14.554081950207468,3.1342479253112034,1.5205757261410788,0.24825726141078838,0.7480063795853269,1.048804157423474,187.7756836595682,1371.455644418774,375.23047185384047,3634.6246686001873,117.61984918545289,208.50013301227472,174.1655042828825,363.381273180891,141.5859945670988,70.58725927023825,0.24598333603306133,0.6036406291989,0.33672081262010495,0.5004275978223603,0.3901406483893367,0.37733074786700505,0.06865776434481369,1.3262306362553373,0.1,muIsoCut,egmIsoCut
egm,0.24,0.1,0.24,0.1,0.1,2.0,150.0,3,2Mu2E_200GeV_0p25GeV_1p0mm_info,14.647178423236515,3.1342479253112034,1.4274792531120333,0.24825726141078838,0.7527910685805422,1.0554232714175973,187.77813092844323,1395.1465300563484,375.2280245849654,3610.933782962613,117.61984921091253,208.89086116670313,174.16550426568872,363.1568026152543,144.97581732171932,72.19394121134619,0.22794088638061172,0.6178037112598046,0.310142198980964,0.5004373837379072,0.3901458972623599,0.38636724291069435,0.06968841645643406,1.29523760857123,0.1,muIsoCut,egmIsoCut
egm,0.25,0.1,0.25,0.1,0.1,2.0,150.0,3,2Mu2E_200GeV_0p25GeV_1p0mm_info,14.678210580912863,3.1342479253112034,1.3964470954356847,0.24825726141078838,0.7543859649122807,1.0576249166371083,187.78057819985372,1427.991517136264,375.2255773135549,3578.0887958826975,117.61984923637218,209.4121604366993,174.16550424849498,362.8564485108894,149.75004031003365,74.46000002332224,0.2025264713443602,0.6377663740172571,0.27319322067561336,0.5004471697912428,0.39015114627870107,0.3990933703991506,0.07115710126231459,1.2539601178809958,0.1,muIsoCut,egmIsoCut
