scan_variable,scan_cut,muIsoCut,egmIsoCut,fixed_mu_iso,fixed_egm_iso,dPhiCut,mJJCut,pixelCut,signal_name,sig_A,sig_B,sig_C,sig_D,signalEff,AsimovSig,ACounts,BCounts,CCounts,DCounts,A_Unc,B_Unc,C_Unc,D_Unc,prediction,predictionUnc,closure,closureUnc,closureSignificance,tf_AC,tf_AC_unc,tf_BD,tf_BD_unc,tf_ratio
mu,0.0,0.0,0.25,0.24,0.25,2.0,150.0,3,2Mu2E_200GeV_0p25GeV_1p0mm_info,1.0861255186721992,16.726332987551867,0.15516078838174274,1.4895435684647302,0.055821371610845306,3.3124820511653987,0.0026012528776915727,1615.7694940832403,0.6660902805405856,3952.6482829157117,0.0026012528776915727,240.1830174395898,0.6608980106962666,402.4897369000701,0.27228538401826125,0.2745814169662182,104.67470746630954,148.6578390433997,-0.9821204697036844,0.0039052557193605163,0.005501381948824915,0.4087815000051943,0.0736550430989063,0.009553406206765456
mu,0.01,0.01,0.25,0.24,0.25,2.0,150.0,3,2Mu2E_200GeV_0p25GeV_1p0mm_info,2.265347510373444,15.547110995850623,0.27928941908713695,1.365414937759336,0.1164274322169059,0.6922181112633485,9.98063787794438,1605.7914574581735,4.482900761747114,3948.8314724345046,5.343692808784637,240.12356573297458,3.2018296858615667,402.4775439483934,1.8229706175351728,1.3431671963402025,0.18265071229201166,0.16635617288212623,1.4805435148036425,2.226379393251311,1.9873306419259742,0.4066497820096087,0.07359051342969879,5.474930743227852
mu,0.02,0.02,0.25,0.24,0.25,2.0,150.0,3,2Mu2E_200GeV_0p25GeV_1p0mm_info,4.375534232365145,13.43692427385892,0.4654823651452282,1.1792219917012448,0.22488038277511965,1.2190822277518603,11.502892047731567,1604.2692032883865,120.70553253264042,3832.6088406636118,5.425839007077994,240.1217235991406,115.97915349625728,385.4182936114473,50.52541925335386,49.39455217633862,4.392410103798005,4.767801638941905,-0.785293220799831,0.09529714012587641,0.10200424384627046,0.4185841211519538,0.07547991440866841,0.22766544479426581
mu,0.03,0.03,0.25,0.24,0.25,2.0,150.0,3,2Mu2E_200GeV_0p25GeV_1p0mm_info,6.330560165975104,11.481898340248962,0.682707468879668,0.9619968879668049,0.3253588516746412,0.5347102616977989,138.0730755301882,1477.6990198059295,121.49817064395661,3831.816202552295,116.33479423374739,210.1287641512805,115.98107699658937,385.4177147910815,46.85447270388434,45.46531011462447,0.3393454699547133,0.4360937590282612,0.7303127536032392,1.136421024270426,1.446941529161612,0.3856393265474644,0.06716978680256293,2.9468494161229057
mu,0.04,0.04,0.25,0.24,0.25,2.0,150.0,3,2Mu2E_200GeV_0p25GeV_1p0mm_info,8.5648755186722,9.247582987551867,0.9619968879668049,0.682707468879668,0.44019138755980863,0.7212392730708439,138.19457483033693,1477.5775205057807,172.8323884290312,3780.4819847672206,116.3348345339974,210.12874183961665,120.99553990938365,383.87303163690075,67.55044806113109,48.74123734752853,0.48880680116468794,0.541958320174085,0.5600770397001982,0.799587253792322,0.8754526207621801,0.3908436877782823,0.06829671220557122,2.045798048671344
mu,0.05,0.05,0.25,0.24,0.25,2.0,150.0,3,2Mu2E_200GeV_0p25GeV_1p0mm_info,10.457837136929461,7.354621369294605,1.024061203319502,0.620643153526971,0.5374800637958533,0.8548433965587964,146.21596138699272,1469.556133949125,174.22029101955158,3779.094082176701,116.568841920593,209.99901658447027,120.99915679193774,383.87189158846775,67.74811416674663,48.5283588153269,0.46334280829598584,0.49659485972662715,0.6214449686069987,0.8392590813120836,0.8873723450240001,0.38886465962304995,0.06817712719707993,2.1582292464571817
mu,0.06,0.06,0.25,0.24,0.25,2.0,150.0,3,2Mu2E_200GeV_0p25GeV_1p0mm_info,11.854284232365146,5.958174273858921,1.0861255186721992,0.5585788381742739,0.6092503987240829,0.9246750262837449,160.44664636132268,1455.325448974795,174.22549353291336,3779.0888796633385,116.88258159703997,209.82455526549816,120.99915684785975,383.8718915708407,67.09416017260499,48.075752477772106,0.41817115966082746,0.4272961616914313,0.7386439520761141,0.9209137142206592,0.926886498958118,0.3850995558232129,0.06791860958612468,2.3913652983890263
mu,0.07,0.07,0.25,0.24,0.25,2.0,150.0,3,2Mu2E_200GeV_0p25GeV_1p0mm_info,12.692152489626556,5.12030601659751,1.2723184647302905,0.37238589211618256,0.6523125996810207,0.9477598466739827,175.15739289121706,1440.6147024449008,174.98896999229538,3778.3254032039567,117.3442229959205,209.56673209895814,121.00099703338107,383.87131152639677,66.72047958675574,47.63045320562261,0.3809172909315512,0.37291774399876965,0.8562441518112477,1.0009624772288739,0.9637120500279129,0.38128391515015714,0.06765381277737452,2.6252418144486245
mu,0.08,0.08,0.25,0.24,0.25,2.0,150.0,3,2Mu2E_200GeV_0p25GeV_1p0mm_info,13.498988589211619,4.313469917012448,1.303350622406639,0.341353734439834,0.6937799043062199,1.0032333258044615,176.60571625635026,1439.1663790797675,365.03374713026136,3588.2806260659904,117.34798509225106,209.5646255166688,174.00517312140775,362.9333614082028,146.40557716784227,74.4598781397785,0.8289968199858758,0.6936733678547727,0.21730192628075998,0.4838065456817311,0.39563940293371663,0.4010740878585064,0.0711089063624356,1.2062772448476193
mu,0.09,0.09,0.25,0.24,0.25,2.0,150.0,3,2Mu2E_200GeV_0p25GeV_1p0mm_info,14.150663900414937,3.6617946058091286,1.3343827800829875,0.3103215767634855,0.7272727272727274,1.0404125212137878,180.3301890297695,1435.4419063063483,365.76336319126784,3587.551010004984,117.38976107874464,209.541227129718,174.00643313833763,362.93275730159917,146.34831890949624,74.31660302592317,0.8115575084620832,0.6700294603296868,0.24458585874834007,0.493024198641431,0.3975155095843351,0.40011749026095494,0.07106280578412034,1.23219856827524
