scan_variable,scan_cut,muIsoCut,egmIsoCut,fixed_mu_iso,fixed_egm_iso,dPhiCut,mJJCut,pixelCut,signal_name,sig_A,sig_B,sig_C,sig_D,signalEff,AsimovSig,ACounts,BCounts,CCounts,DCounts,A_Unc,B_Unc,C_Unc,D_Unc,prediction,predictionUnc,closure,closureUnc,closureSignificance,tf_AC,tf_AC_unc,tf_BD,tf_BD_unc,tf_ratio
egm,0.0,0.24,0.0,0.24,0.1,2.0,150.0,3,2Mu2E_200GeV_0p25GeV_1p0mm_info,0.341353734439834,0.031032157676348548,18.58826244813278,0.49651452282157676,0.017543859649122806,0.81180700245799,0.09233765835641969,2.0950410717752095,1165.908122466609,4400.990967335629,0.09233765835641969,1.148431291293346,254.9030351342129,393.3311864420533,0.5550171360525737,0.3312821743301805,6.0107343626825545,7.0000501471313665,-1.345350269074984,7.91980573572719e-05,8.106876869875125e-05,0.0004760384848150581,0.0002643938835569307,0.1663690224290175
egm,0.01,0.24,0.01,0.24,0.1,2.0,150.0,3,2Mu2E_200GeV_0p25GeV_1p0mm_info,1.5205757261410788,0.062064315352697096,17.409040456431537,0.4654823651452282,0.07814992025518341,0.35888028633352115,17.452384904565427,18.441320346535562,1148.5480752203998,4384.644688060869,9.09003911973617,8.64323965948636,254.7409213999168,393.2378866926899,4.830663484822417,2.5419808686676095,0.27679102376195863,0.2049352441144032,1.33722025428372,0.01519517143521956,0.008602065873173609,0.004205887057792892,0.0020070173972245326,3.6128339221722885
egm,0.02,0.24,0.02,0.24,0.1,2.0,150.0,3,2Mu2E_200GeV_0p25GeV_1p0mm_info,4.06521265560166,0.12412863070539419,14.864403526970955,0.4034180497925311,0.20893141945773525,0.8405862799696243,22.07177649067954,82.01116326385596,1143.9286836342858,4321.074845143548,9.637942657502863,34.7450569702423,254.7207802834461,391.7952553802544,21.711015290831572,10.57604837611894,0.9836550900195863,0.6435007088300615,0.025212480154196214,0.019294713740857547,0.009457518580571969,0.01897934338166538,0.008222922498045723,1.0166165052631286
egm,0.03,0.24,0.03,0.24,0.1,2.0,150.0,3,2Mu2E_200GeV_0p25GeV_1p0mm_info,5.958174273858921,0.15516078838174274,12.971441908713693,0.37238589211618256,0.3062200956937799,1.0240043541244679,31.925866531509637,146.87007167491655,1134.0745935934558,4256.2159367324875,11.019782307474486,38.08070233357053,254.6647408746896,391.4851226191439,39.133732715084626,13.897333858380826,1.22576885036029,0.6070390550702236,-0.40639376398489696,0.028151469675683834,0.011592350736800767,0.03450719462031553,0.00949337900297092,0.815814498554169
egm,0.04,0.24,0.04,0.24,0.1,2.0,150.0,3,2Mu2E_200GeV_0p25GeV_1p0mm_info,7.91320020746888,0.18619294605809128,11.016415975103735,0.341353734439834,0.4066985645933014,1.038665883446991,55.464499802891446,198.68870332642518,1110.5359603220738,4204.397305080979,16.86750009410172,40.92452699163267,254.3443596533102,391.19806263944514,52.480994050468155,16.886841599758412,0.9462087323778992,0.41892723965512885,0.12500061900428094,0.049943902570076006,0.01901407272869126,0.04725735674083692,0.01068081958326026,1.0568492614593812
egm,0.05,0.24,0.05,0.24,0.1,2.0,150.0,3,2Mu2E_200GeV_0p25GeV_1p0mm_info,9.682033195020747,0.24825726141078838,9.247582987551867,0.27928941908713695,0.49760765550239233,1.212596754758117,60.605687035847474,249.71409069453722,1105.394773089118,4153.371917712868,17.181415501721,43.751755040957725,254.3233469586191,390.8919608449119,66.4598923691972,20.21184014078348,1.0965949834029114,0.45592375671754964,-0.2206826304677336,0.054827187997713994,0.020017843419191574,0.06012321931238149,0.011957591561462765,0.9119137102896808
egm,0.06,0.24,0.06,0.24,0.1,2.0,150.0,3,2Mu2E_200GeV_0p25GeV_1p0mm_info,11.14054460580913,0.27928941908713695,7.789071576763486,0.24825726141078838,0.572567783094099,1.3443336672835715,65.05977586773771,306.7553644622436,1100.9406842572278,4096.330643945162,17.477011760367898,55.41483700711466,254.30320467269948,389.40972889980424,82.4443850375763,25.41452737278407,1.2672097918870848,0.5181447030618953,-0.5636326040826091,0.059094714908852354,0.020936315702162013,0.0748854013812734,0.015286675986124591,0.7891353163479227
egm,0.07,0.24,0.07,0.24,0.1,2.0,150.0,3,2Mu2E_200GeV_0p25GeV_1p0mm_info,12.226670124481327,0.3103215767634855,6.702946058091286,0.21722510373443984,0.6283891547049443,1.4702715422353316,65.19642072807369,329.999536224792,1100.8040393968918,4073.086472182612,17.477281109576246,56.48918780057687,254.3031861615064,389.2553310925559,89.18662173177289,27.022804163955406,1.3679680684275506,0.553420627544843,-0.7454517890769848,0.05922618231287877,0.02095891333389258,0.08101952621888674,0.015883884146426015,0.7310112151590483
egm,0.08,0.24,0.08,0.24,0.1,2.0,150.0,3,2Mu2E_200GeV_0p25GeV_1p0mm_info,13.157634854771784,0.4344502074688797,5.77198132780083,0.09309647302904564,0.6762360446570973,1.5008914005854423,72.5888363873492,387.54641078158727,1093.4116237376163,4015.539597625818,18.961029005205912,65.99729687950806,254.19686313159073,387.75649308160166,105.5269758856122,32.07260390541467,1.4537631561208422,0.5826011177084249,-0.8840510403798103,0.06638747459005265,0.023214604669474788,0.09651166458692713,0.018893883440811585,0.6878699572139084
egm,0.09,0.24,0.09,0.24,0.1,2.0,150.0,3,2Mu2E_200GeV_0p25GeV_1p0mm_info,13.933438796680498,0.4344502074688797,4.996177385892116,0.09309647302904564,0.7161084529505582,1.3073922493640868,109.02972982698664,438.1218775080977,1056.9707302979787,3964.964130899307,37.943262944729426,74.16911914413893,252.06323540727644,386.2766921362544,116.79349056916246,36.00217374796161,1.071207740810655,0.4980032910757735,-0.14843153650796695,0.10315302657080129,0.043518004551349986,0.11049832055068953,0.021582512635343224,0.9335257409951431
egm,0.1,0.24,0.1,0.24,0.1,2.0,150.0,3,2Mu2E_200GeV_0p25GeV_1p0mm_info,14.678210580912863,0.4344502074688797,4.2514056016597515,0.09309647302904564,0.7543859649122807,1.278888888760995,126.92556065566379,459.1797871178983,1039.074899469302,3943.906221289506,39.46136081701638,74.91833700800737,251.83003563782097,386.1320809027641,120.97706293377965,37.27665230580047,0.9531339653639836,0.4172113045405083,0.10958114027153215,0.12215246535210297,0.048153193754016166,0.11642766368003651,0.022153632726243395,1.0491704590740498
egm,0.11,0.24,0.11,0.24,0.1,2.0,150.0,3,2Mu2E_200GeV_0p25GeV_1p0mm_info,15.267821576763486,0.4344502074688797,3.6617946058091286,0.09309647302904564,0.784688995215311,1.2151427785674265,152.86168864640683,516.4691494342222,1013.1387714785586,3886.6168589731824,41.583756407239946,82.53374686231632,251.48828412063307,384.57628859721865,134.62992071274152,41.91830237405703,0.8807302987746115,0.36414535677254445,0.30877569874352484,0.15087931974345717,0.055563698604012106,0.13288398835656517,0.024976583745608533,1.135421367235046
egm,0.12,0.24,0.12,0.24,0.1,2.0,150.0,3,2Mu2E_200GeV_0p25GeV_1p0mm_info,15.640207468879668,0.4654823651452282,3.289408713692946,0.062064315352697096,0.8038277511961722,1.241339408814802,153.61751533496158,544.440041180014,1012.382944790004,3858.645967227391,41.58911038473708,83.36844283756612,251.48739877831468,384.3962068766855,142.843322977221,44.04582371815977,0.9298635163168238,0.3815565181685304,0.17785665219550728,0.15173854530592282,0.055753080375143316,0.1410961372989651,0.025775409955780607,1.0754266432142487
