muIsoCut,egmIsoCut,dPhiCut,mJJCut,pixelCut,weighted_Pearson_corr,weighted_Spearman_like_corr,A,A_unc,B,B_unc,C,C_unc,D,D_unc,prediction,prediction_unc,closure,closure_unc,closure_significance,tf_AC,tf_AC_unc,tf_BD,tf_BD_unc,tf_ratio
0.24,0.1,2.0,150.0,3,-0.0697796913583234,-0.07438275778877734,126.9255606556638,39.461360817016384,459.1797871178984,74.91833700800737,1039.0748994693015,251.83003563782094,3943.906221289506,386.1320809027641,120.97706293377962,37.27665230580046,0.046866034636016685,0.41721130454050814,0.10958114027153293,0.12215246535210304,0.048153193754016194,0.11642766368003654,0.022153632726243398,1.04917045907405
