muIsoCut,egmIsoCut,dPhiCut,mJJCut,pixelCut,global_weighted_Pearson_corr,global_weighted_Spearman_like_corr,local_weighted_Pearson_corr,local_weighted_Spearman_like_corr,A,A_unc,B,B_unc,C,C_unc,D,D_unc,prediction,prediction_unc,closure,closure_unc,closure_significance,tf_AC,tf_AC_unc,tf_BD,tf_BD_unc,tf_ratio,closure_central_within_pm_0p1,closure_2sigma_compatible
0.25,0.1,2.0,150.0,3,-0.0697796913583234,-0.07438275778877734,-0.3192319335649817,-0.058543500056149646,126.93060917614879,39.46136097863822,459.17473859741335,74.91833692287712,1060.5837910360897,252.06761978156024,3922.397329722718,385.9770275668018,124.15705092377183,37.820121083599815,0.02185098039297939,0.42573931601529447,0.05074332627865311,0.11967994443149997,0.04683425865693102,0.1170648203122944,0.02230506296189551,1.0223391118888594,True,True
