ACounts,A_Unc,QCD_ACounts,QCDA_Unc,TTJets_ACounts,TTJetsA_Unc,DY_ACounts,DYA_Unc,BCounts,B_Unc,QCD_BCounts,QCDB_Unc,TTJets_BCounts,TTJetsB_Unc,DY_BCounts,DYB_Unc,CCounts,C_Unc,QCD_CCounts,QCDC_Unc,TTJets_CCounts,TTJetsC_Unc,DY_CCounts,DYC_Unc,DCounts,D_Unc,QCD_DCounts,QCDD_Unc,TTJets_DCounts,TTJetsD_Unc,DY_DCounts,DYD_Unc,prediction,predictionUnc,closure,closureUnc,closureSig,transfer_A_over_C,transfer_A_over_C_Unc,transfer_B_over_D,transfer_B_over_D_Unc,transfer_difference,transfer_pull,status,scan_variable,scan_cut,mJIsoCut,egmIsoCut,mJJCut,dPhiCut,pixelCut,fixed_isolation_variable,fixed_isolation_value
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.060983752095022,3.0609837470240837,0.0,0.0,3.0609837470240837,3.0609837470240837,5.070938546151824e-09,2.5354692730759125e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.267734636537956e-09,1.2677346365379562e-09,0.0,0.0,0.0,0.0,1.267734636537956e-09,1.2677346365379562e-09,0.0,0.0,,,,,,2414530347.1823034,3414661560.918205,,,"invalid:A,C",egm_isolation,0.0,0.2,0.0,150.0,2.0,3,isolation,0.2
3.0609837470240837,3.0609837470240837,0.0,0.0,3.0609837470240837,3.0609837470240837,0.0,0.0,6.124414766726409,4.328885421007345,0.002447267607303189,0.002447267607303189,6.121967494048167,4.3288847292450745,5.070938546151824e-09,2.5354692730759125e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002601254145426209,0.0026012528776918815,0.0026012528776915727,0.0026012528776915727,0.0,0.0,1.267734636537956e-09,1.2677346365379562e-09,0.0,0.0,1.0,0.0,1.0,,,2354.4084600480046,2883.1648722698615,,,invalid:C,egm_isolation,0.007575757575757576,0.2,0.007575757575757576,150.0,2.0,3,isolation,0.2
14.301510766792223,8.558660493602742,8.179543270208587,7.383185386109787,6.121967494048167,4.3288847292450745,2.535469273075912e-09,1.7928475164821038e-09,24.06326315940778,10.088994332262256,8.758344410342279,7.412131888916436,15.304918735120419,6.844567736367871,1.3945081001917517e-08,4.204600123133978e-09,0.09773593640451578,0.050769004689396297,0.09773593640451578,0.050769004689396297,0.0,0.0,0.0,0.0,0.8079376440964866,0.6679929825141825,0.8079376402932827,0.6679929825141825,0.0,0.0,3.8032039096138685e-09,2.195780800998604e-09,2.9109245930273064,3.093251684322584,0.7964603432116832,0.24822910276717938,1.2516456935743177,146.3280681897824,115.95655986325215,29.783564777845733,27.609943514014674,116.54450341193669,0.9777363559552519,valid,egm_isolation,0.015151515151515152,0.2,0.015151515151515152,150.0,2.0,3,isolation,0.2
18.2575673130493,9.114549812201796,9.074616063102907,7.413916224268453,9.182951241072251,5.301779370988272,8.874142455765693e-09,3.8032039096138685e-09,67.5559108443218,34.657571486676254,43.06804079208661,33.55875875770303,24.48786997619267,8.657769458490149,7.604250745741621e-08,2.9444638907064634e-08,16.98331688785323,10.462253886855793,16.98331688785323,10.462253886855793,0.0,0.0,0.0,0.0,2.5291986445921317,1.1581195482563706,2.5291986306470506,1.1581195482563706,0.0,0.0,1.3945081001917517e-08,4.204600123133978e-09,453.6312100158109,418.8067254617418,-23.84620224796243,26.077599237221925,-1.0393113312283293,1.0750295383175377,0.8524079241795774,26.71040133157122,18.367403622017484,-25.635371793253682,-1.3941986837297333,valid,egm_isolation,0.022727272727272728,0.2,0.022727272727272728,150.0,2.0,3,isolation,0.2
28.109210086272093,10.565068656890187,9.743307593985715,7.443315573555229,18.365902482144502,7.497848291161511,1.0141877092303648e-08,4.008928920145659e-09,91.21626275804427,35.60988210288522,45.301506457624484,33.57855537226403,45.91475620536126,11.855139075235854,9.505852700548555e-08,2.9851198083118785e-08,17.09600261468776,10.46266383078988,17.096002613420023,10.46266383078988,0.0,0.0,1.267734636537956e-09,1.2677346365379562e-09,3.4239634669456738,1.340136809457836,3.4239634530005927,1.340136809457836,0.0,0.0,1.3945081001917517e-08,4.570882235719305e-09,455.44687660019156,375.60839996396004,-15.202763265219666,14.684783250116798,-1.1372714688422487,1.6441978116055336,1.1808577098127324,26.640547902636705,14.727126328942566,-24.99635009103117,-1.6918699045197265,valid,egm_isolation,0.030303030303030304,0.2,0.030303030303030304,150.0,2.0,3,isolation,0.2
50.98695558413644,16.560823059186642,32.621053085511384,14.766283601516479,18.365902482144502,7.497848291161511,1.6480550274993428e-08,4.909915134721817e-09,152.3358422977277,49.84895280366962,94.17715099653424,48.03014977210788,58.15869119345759,13.342518821098452,1.0773587337086513e-07,3.0119188868300807e-08,17.320090598165553,10.463520612687915,17.320090593094616,10.463520612687915,0.0,0.0,5.070938546151824e-09,2.5354692730759125e-09,7.205287755992717,3.406359897307765,4.144303984881675,1.4945454996221983,3.0609837470240837,3.0609837470240837,2.4086958094221165e-08,5.8094899330525135e-09,366.18531824076825,305.3969756933172,-6.181941224878691,6.427926288764863,-1.0305797791811149,2.94380420790274,2.0191725022550306,21.14222879870805,12.155960331758818,-18.19842459080531,-1.4768431119350358,valid,egm_isolation,0.03787878787878788,0.2,0.03787878787878788,150.0,2.0,3,isolation,0.2
52.974821410444235,16.60033710119312,34.60891890801597,14.810586175974779,18.365902482144502,7.497848291161511,2.0283754184607296e-08,5.378542549446311e-09,201.71072014203895,60.025034665761304,128.24711009431547,58.12171599872764,73.46360992857801,14.995696582323022,1.1914548509970673e-07,3.035835796057615e-08,17.988474161043055,10.484371941342415,17.98847415343665,10.484371941342415,0.0,0.0,7.606407819227737e-09,3.1053029887706838e-09,13.456096349208327,5.5092581497549205,4.273145082781382,1.4976851678521117,9.182951241072251,5.301779370988272,2.5354692730759122e-08,5.946202518491657e-09,269.6523555655078,208.15394626159224,-4.090198482714366,4.240715947010095,-1.0376539153630784,2.9449313452705046,1.9487719737222846,14.990285065393898,7.5872512353660015,-12.045353720123394,-1.5376673621954522,valid,egm_isolation,0.045454545454545456,0.2,0.045454545454545456,150.0,2.0,3,isolation,0.2
56.162506960836964,16.880468108143045,34.735620708849154,14.810903181548898,21.426886229168588,8.098601761836372,2.281922345768321e-08,5.669481649459717e-09,216.1310871728831,60.63225865007865,136.54550961970185,58.58891217646776,79.58557742262617,15.608015856866164,1.3055509682854833e-07,3.059565750299508e-08,17.996277920943864,10.484372909428476,17.996277912069722,10.484372909428476,0.0,0.0,8.874142455765693e-09,3.3541105767022896e-09,13.46374612764195,5.509259921513308,4.280794856144069,1.497691685279723,9.182951241072251,5.301779370988272,3.042563127691095e-08,6.464203649764495e-09,288.8910021954023,221.0618343956073,-4.143840932828207,4.228860198732533,-1.0497195566331101,3.1207845982127047,2.045828829212029,16.05281955882634,7.964171639740752,-12.932034960613635,-1.572716112585441,valid,egm_isolation,0.05303030303030303,0.2,0.05303030303030303,150.0,2.0,3,isolation,0.2
59.88958098840163,17.16847725426231,35.40171098685427,14.825641275633158,24.48786997619267,8.657769458490149,2.5354692730759122e-08,5.946202518491657e-09,220.6746044561919,60.716753934652466,138.02804313697052,58.59645405545803,82.64656116965025,15.905338112964817,1.4957111637661767e-07,3.0987118689396565e-08,17.996277920943864,10.484372909428476,17.996277912069722,10.484372909428476,0.0,0.0,8.874142455765693e-09,3.8032039096138685e-09,31.386137337627325,12.159793713513833,19.142202317837626,10.506288457729882,12.243934988096335,6.121967494048167,3.1693365913448905e-08,6.587342402995812e-09,126.53106908848451,95.12641645868088,-1.112739261157777,1.6999170621906534,-0.6894187834268872,3.3278870915136745,2.1607831354066627,7.030957714941104,3.3410108373752863,-3.70307062342743,-0.9306860311320427,valid,egm_isolation,0.06060606060606061,0.2,0.06060606060606061,150.0,2.0,3,isolation,0.2
60.0185760741072,17.168750875328215,35.53070607002437,14.825958135065626,24.48786997619267,8.657769458490149,2.7890162003835033e-08,6.2106059775413676e-09,229.86000297628107,60.9477897782101,138.03049040457782,58.596454106562824,91.82951241072251,16.765698464017778,1.609807281054593e-07,3.1271075882773976e-08,18.00637496444932,10.484374126061521,18.00637495303971,10.484374126061521,0.0,0.0,1.1409611728841605e-08,4.204600123133978e-09,35.23735370143755,12.55668790662082,19.93243493082056,10.527217281245292,15.304918735120419,6.844567736367871,3.549656982306277e-08,6.943668573624515e-09,117.45903049330008,86.01927117365541,-0.9570446047948384,1.5386680290148542,-0.6548464679789308,3.3331848410690204,2.1623465481788213,6.523191409998069,2.8974125961001103,-3.1900065689290487,-0.8823511386128688,valid,egm_isolation,0.06818181818181818,0.2,0.06818181818181818,150.0,2.0,3,isolation,0.2
67.41359298499268,18.677025441400165,42.9257229758389,16.549148236158388,24.48786997619267,8.657769458490149,3.2961100549986856e-08,6.708221153404579e-09,295.4193921344221,76.52039486525683,203.58987954750606,74.66111561816135,91.82951241072251,16.765698464017778,1.7619354374391477e-07,3.15779353373577e-08,21.283796917785317,10.922894852952133,18.22281315935162,10.48522820300553,3.0609837470240837,3.0609837470240837,1.1409611728841605e-08,4.204600123133978e-09,35.903443981978135,12.5740684491862,20.598525208825677,10.547942447088523,15.304918735120419,6.844567736367871,3.8032039096138685e-08,7.171390065928415e-09,175.1265519519724,117.8853937980706,-1.5977928811917548,1.891008240421657,-0.9024529635251692,3.167366858714013,1.8472405648475334,8.228163077689954,3.5841771380759364,-5.060796218975941,-1.2550960520619172,valid,egm_isolation,0.07575757575757576,0.2,0.07575757575757576,150.0,2.0,3,isolation,0.2
100.1326149053563,37.67221080781259,75.64474489239933,36.66385815966327,24.48786997619267,8.657769458490149,3.676430445960073e-08,7.0584477308413024e-09,301.5517646513906,76.6427432990233,203.6002845590168,74.6611157994208,97.95147990477068,17.315538916980298,1.8760315547275637e-07,3.180613714597305e-08,21.31800707499169,10.922934364232889,18.257023316557994,10.485269363530636,3.0609837470240837,3.0609837470240837,1.1409611728841605e-08,4.204600123133978e-09,39.63051801461374,12.958148210485465,21.26461548683079,10.568626970786418,18.365902482144502,7.497848291161511,4.563844691536642e-08,7.814841145523362e-09,162.21041193415823,106.86746531575169,-0.6199558164687582,1.2290199064686447,-0.5478432451300903,4.697090799956746,2.9858051208441014,7.609079561871825,3.151205232745561,-2.9119887619150786,-0.6707955370319143,valid,egm_isolation,0.08333333333333334,0.2,0.08333333333333334,150.0,2.0,3,isolation,0.2
103.85708768131103,37.80214105129289,76.30823391752676,36.66981421504522,27.54885372321675,9.182951241072251,4.056750836921459e-08,7.3920996810820134e-09,353.3615371626305,84.0407415316393,252.349073311823,82.18058607543996,101.01246365179476,17.584012894814563,1.9901276720159798e-07,3.2032713280747056e-08,21.41034473334811,10.92332464813211,18.349360974914415,10.485675937627716,3.0609837470240837,3.0609837470240837,1.1409611728841605e-08,4.204600123133978e-09,47.956635554743485,13.710619548220135,23.4687655303769,10.631280092240601,24.48786997619267,8.657769458490149,4.817391618844233e-08,8.017857840291318e-09,157.7590303957299,99.6000239926302,-0.5190010996632102,1.10697230909675,-0.5059672787265856,4.850790072499223,3.0400797102422734,7.368355454361702,2.740203868362153,-2.5175653818624797,-0.6151244036950368,valid,egm_isolation,0.09090909090909091,0.2,0.09090909090909091,150.0,2.0,3,isolation,0.2
