candidate_rank,sample_index,sample_name,muIsoCut,egmIsoCut,S_A,S_A_Unc,B_A,B_A_Unc,AsimovSig,signalEff,S_B,S_C,S_D
1,0,2Mu2E_200GeV_0p25GeV_0p1mm_info,0.71,0.03,4.936365535248042,0.3927161558920606,107.43994098462828,36.63143651642711,0.47265968899737487,0.2981132075471698,0.0,11.591086161879895,0.031242819843342037
1,1,2Mu2E_200GeV_1p2GeV_0p48mm_info,0.71,0.03,2.0003951367781156,0.26973322521758875,107.43994098462828,36.63143651642711,0.19239488699154988,0.24886877828054302,0.03637082066869301,6.0011854103343465,0.0
1,2,2Mu2E_200GeV_5p0GeV_2p0mm_info,0.71,0.03,2.016741573033708,0.27444376649947105,107.43994098462828,36.63143651642711,0.19396220373772496,0.28571428571428575,0.0,5.004506866416979,0.03734706616729089
1,3,2Mu2E_500GeV_0p25GeV_0p04mm_info,0.71,0.03,10.671545396007728,0.37019180825158043,107.43994098462828,36.63143651642711,1.0131684125511284,0.6372699386503068,0.012841811547542391,6.061335050440009,0.0
1,4,2Mu2E_500GeV_1p2GeV_0p19mm_info,0.71,0.03,7.860679415073116,0.3252772286164964,107.43994098462828,36.63143651642711,0.7493867053616234,0.6045548654244307,0.02692013498312711,5.11482564679415,0.0
1,5,2Mu2E_500GeV_5p0GeV_0p8mm_info,0.71,0.03,5.021569942196532,0.2635640688983365,107.43994098462828,36.63143651642711,0.4807564060126943,0.520057306590258,0.0,4.634231213872832,0.0
1,6,2Mu2E_800GeV_0p25GeV_0p025mm_info,0.71,0.03,9.37811507936508,0.33365836093987195,107.43994098462828,36.63143651642711,0.892053028169759,0.7502374169040836,0.011871031746031746,3.1102103174603175,0.0
1,7,2Mu2E_800GeV_1p2GeV_0p12mm_info,0.71,0.03,6.903461538461538,2.8183263713599525,107.43994098462828,36.63143651642711,0.659067086647516,0.8571428571428571,0.0,1.150576923076923,0.0
1,8,2Mu2E_800GeV_5p0GeV_0p5mm_info,0.71,0.03,5.377212741751991,0.6049836996450416,107.43994098462828,36.63143651642711,0.5145299267774028,0.626984126984127,0.0,3.1310352673492603,0.06806598407281
1,9,2Mu2E_1000GeV_0p25GeV_0p02mm_info,0.71,0.03,6.541537711946988,0.27618393867145785,107.43994098462828,36.63143651642711,0.6248513113064675,0.8014285714285715,0.0,1.6208088091989863,0.0
1,10,2Mu2E_1000GeV_1p2GeV_0p096mm_info,0.71,0.03,8.312349802371541,0.3135062104761128,107.43994098462828,36.63143651642711,0.7919173497796599,0.7925591882750846,0.0,2.1756363636363636,0.0
1,11,2Mu2E_1000GeV_5p0GeV_0p4mm_info,0.71,0.03,5.752884615384615,0.26396044918222517,107.43994098462828,36.63143651642711,0.5501668266163943,0.6844380403458212,0.0,2.640271255060729,0.012111336032388663
1,12,2Mu2E_200GeV_0p25GeV_1p0mm_info,0.71,0.03,6.1133350622406635,0.4355570887723013,107.43994098462828,36.63143651642711,0.5843225919568305,0.3141945773524721,0.0,13.343827800829876,0.0
1,13,2Mu2E_200GeV_1p2GeV_4p8mm_info,0.71,0.03,2.9493661971830987,0.32180223454132384,107.43994098462828,36.63143651642711,0.2832544604061445,0.2876712328767123,0.0,7.303192488262911,0.0
1,14,2Mu2E_200GeV_5p0GeV_20p0mm_info,0.71,0.03,2.1938906152889994,0.28562023001552445,107.43994098462828,36.63143651642711,0.21094246647199516,0.22692307692307695,0.0,7.474101926662523,0.0
1,15,2Mu2E_500GeV_0p25GeV_0p4mm_info,0.71,0.03,12.113468309859154,0.5647933721705164,107.43994098462828,36.63143651642711,1.1476644642757934,0.6191117092866756,0.0,7.426082746478873,0.02633362676056338
1,16,2Mu2E_500GeV_1p2GeV_1p9mm_info,0.71,0.03,9.802956366874444,0.3613417657082678,107.43994098462828,36.63143651642711,0.9318841253919907,0.6042692939244664,0.0,6.4065516473731074,0.013319234194122885
1,17,2Mu2E_500GeV_5p0GeV_8p0mm_info,0.71,0.03,6.635591200733272,0.3016177818515124,107.43994098462828,36.63143651642711,0.6337464932289533,0.4801587301587301,0.04112969752520623,7.142857470210815,0.0
1,18,2Mu2E_800GeV_0p25GeV_0p25mm_info,0.71,0.03,8.358780832996361,0.3179830088891705,107.43994098462828,36.63143651642711,0.7962862779401758,0.6972754793138245,0.012096643752527295,3.6168964820056613,0.0
1,19,2Mu2E_800GeV_1p2GeV_1p2mm_info,0.71,0.03,9.356432498472817,0.3376211763529902,107.43994098462828,36.63143651642711,0.8900188696185921,0.7300380228136882,0.012182854815719813,3.4355650580329873,0.012182854815719813
1,20,2Mu2E_800GeV_5p0GeV_5p0mm_info,0.71,0.03,8.030872483221476,1.795757679111576,107.43994098462828,36.63143651642711,0.7654191456656612,0.6060606060606061,0.0,5.220067114093959,0.0
1,21,2Mu2E_1000GeV_0p25GeV_0p2mm_info,0.71,0.03,6.099574886833301,0.2679999344496818,107.43994098462828,36.63143651642711,0.583019364648433,0.7453237410071942,0.0,2.084217673686282,0.0
1,22,2Mu2E_1000GeV_1p2GeV_0p96mm_info,0.71,0.03,7.157576687116564,1.1461295406263072,107.43994098462828,36.63143651642711,0.6830690991739178,0.8297872340425532,0.0,1.4682208588957055,0.0
1,23,2Mu2E_1000GeV_5p0GeV_4p0mm_info,0.71,0.03,7.363429468874928,0.354683917135339,107.43994098462828,36.63143651642711,0.702499498243182,0.6481203007518797,0.017084523129640206,3.9636093660765277,0.017084523129640206
1,24,2Mu2E_200GeV_0p25GeV_5p0mm_info,0.71,0.03,2.5096184095543257,0.20913486746286045,107.43994098462828,36.63143651642711,0.24118321907575244,0.314410480349345,0.0,5.472362365278182,0.0
1,25,2Mu2E_200GeV_1p2GeV_24p0mm_info,0.71,0.03,1.5422844444444443,0.2863950314763176,107.43994098462828,36.63143651642711,0.1484388204071321,0.33720930232558144,0.0,3.0313866666666667,0.0
