ACounts,A_Unc,QCD_ACounts,QCDA_Unc,TTJets_ACounts,TTJetsA_Unc,DY_ACounts,DYA_Unc,BCounts,B_Unc,QCD_BCounts,QCDB_Unc,TTJets_BCounts,TTJetsB_Unc,DY_BCounts,DYB_Unc,CCounts,C_Unc,QCD_CCounts,QCDC_Unc,TTJets_CCounts,TTJetsC_Unc,DY_CCounts,DYC_Unc,DCounts,D_Unc,QCD_DCounts,QCDD_Unc,TTJets_DCounts,TTJetsD_Unc,DY_DCounts,DYD_Unc,prediction,predictionUnc,closure,closureUnc,closureSig,transfer_A_over_C,transfer_A_over_C_Unc,transfer_B_over_D,transfer_B_over_D_Unc,transfer_difference,transfer_pull,status,scan_variable,scan_cut,mJIsoCut,egmIsoCut,mJJCut,dPhiCut,pixelCut
2026.1655139998247,339.2398081257621,1851.6894401329548,338.4517380539355,174.47607358037277,23.109920499086517,2.864972424901475e-07,2.7534304133874038e-08,8887.388045975902,1346.085276491445,8397.630645246585,1345.5283096788125,489.7573995238534,38.71872208541103,1.2054646442035683e-06,8.331620715433545e-08,586.0024415643945,152.18588758347013,549.2706364517913,151.81603644402676,36.731804964289005,10.603558741976544,1.483141671075103e-07,2.4011035564007982e-08,1762.9959138621361,346.1969245862071,1567.0929535778018,345.32977690459455,195.90295980954136,24.48786997619267,4.747927782356006e-07,3.202440171710406e-08,2954.080070817086,1060.7813501856738,-0.4579658228342256,0.577653406158411,-0.8331774110904016,3.457605924969809,1.068381485416859,5.0410712674351,1.2501529845357642,-1.5834653424652916,-0.9628960457885153,valid,isolation,0.4696969696969697,0.4696969696969697,0.75,100.0,2.0,3
2030.0088848141766,339.2542751211768,1852.4718272002824,338.4523971565595,177.53705732739687,23.31175769807255,2.864972424901475e-07,2.7534304133874038e-08,9017.000138963664,1347.3481302476239,8518.059786993274,1346.781250158073,498.94035076492565,39.08002436572849,1.2054646442035683e-06,8.331620715433545e-08,586.7923244198143,152.18735344175312,550.0605193072112,151.81750587336933,36.731804964289005,10.603558741976544,1.483141671075103e-07,2.4011035564007982e-08,1771.1997242338512,346.275645776333,1575.2967639495168,345.4086957241313,195.90295980954136,24.48786997619267,4.747927782356006e-07,3.202440171710406e-08,2987.300866436728,1067.9912934635981,-0.4715703407919716,0.5807441685057035,-0.8542828152617364,3.459501428927738,1.0673771653491853,5.090899696737504,1.2527012925218632,-1.6313982678097663,-0.9912682685270968,valid,isolation,0.4772727272727273,0.4772727272727273,0.75,100.0,2.0,3
2114.65428399043,342.56761796360513,1934.056242629512,341.75980630961465,180.59804107442093,23.51186229274896,2.864972424901475e-07,2.7534304133874038e-08,9188.027399911303,1352.76975145489,8682.965080446866,1352.1982150941851,505.0623182589738,39.31904815003822,1.2054646442035683e-06,8.331620715433545e-08,587.6722516512535,152.18884728084703,550.9404465386503,151.81900335161745,36.731804964289005,10.603558741976544,1.483141671075103e-07,2.4011035564007982e-08,1771.3365230756544,346.27565937198784,1575.4335627913201,345.40870935391024,195.90295980954136,24.48786997619267,4.747927782356006e-07,3.202440171710406e-08,3048.2907567240804,1086.1406784355406,-0.4415078529866565,0.5642188075261102,-0.8197827130856091,3.598356529593887,1.0991664258612617,5.187059195255401,1.2694303130965514,-1.588702665661514,-0.946122392540985,valid,isolation,0.48484848484848486,0.48484848484848486,0.75,100.0,2.0,3
2248.449325022302,361.7685895298087,2058.668332420312,360.964812464339,189.7809923154932,24.102210126289812,2.864972424901475e-07,2.7534304133874038e-08,9484.441355934096,1363.1039481029886,8961.013133986246,1362.5161166230412,523.4282207411184,40.027556463295355,1.2067323788401063e-06,8.332585148495523e-08,591.4283333277336,152.22106455407783,551.6355444681064,151.82044465249942,39.79278871131309,11.036533853257225,1.483141671075103e-07,2.4011035564007982e-08,1782.4746153935607,346.36787491003804,1583.5106713622024,345.48759655337165,198.96394355656545,24.678439931860847,4.747927782356006e-07,3.202440171710406e-08,3146.9549665627155,1111.0976843401882,-0.3996112483128793,0.5430541444975366,-0.768933072804967,3.8017274423955407,1.153945617774124,5.320940491396553,1.2860300021529967,-1.5192130490010123,-0.8792508316962951,valid,isolation,0.49242424242424243,0.49242424242424243,0.75,100.0,2.0,3
2296.6084015554197,363.39433656413155,2106.8274089534293,362.59416337540995,189.7809923154932,24.102210126289812,2.864972424901475e-07,2.7534304133874038e-08,9490.190351953566,1363.108026143009,8963.701146258692,1362.5167580758662,526.4892044881424,40.14442548999603,1.2067323788401063e-06,8.332585148495523e-08,592.1234312571897,152.22250204809055,552.3306423975625,151.82188593969855,39.79278871131309,11.036533853257225,1.483141671075103e-07,2.4011035564007982e-08,1822.5806964732997,347.98726156160944,1623.6167524406737,347.1110900153977,198.96394355656545,24.678439931860847,4.760605128721386e-07,3.204948449580953e-08,3083.190821320621,1082.085027020534,-0.3424974058409236,0.5168385485203636,-0.6890934455595524,3.878597401017026,1.1708394214027888,5.207006949166706,1.2440847735336167,-1.32840954814968,-0.7775777338549964,valid,isolation,0.5,0.5,0.75,100.0,2.0,3
2340.4731655632495,364.95161398520736,2147.631189214235,364.1419975722883,192.84197606251726,24.295805285509118,2.864972424901475e-07,2.7534304133874038e-08,9631.620499257991,1368.079498584167,9095.948342322044,1367.4801024818917,535.6721557292146,40.493008809181866,1.2067323788401063e-06,8.332585148495523e-08,599.4813287823795,152.39998205715955,559.6885399227523,151.99983372204215,39.79278871131309,11.036533853257225,1.483141671075103e-07,2.4011035564007982e-08,1840.149834689989,348.09563035451487,1635.063923162047,347.1927465132841,205.08591105061362,25.0552317983601,4.773282475086766e-07,3.2074547659410774e-08,3137.775275889711,1089.6139137146133,-0.34065851386703927,0.5103344657532756,-0.6938446364861262,3.904163571394357,1.164344731561407,5.2341501315193915,1.2381795455939764,-1.3299865601250342,-0.7825092385975387,valid,isolation,0.5075757575757576,0.5075757575757576,0.75,100.0,2.0,3
2396.0974552112502,366.5900047861925,2197.1335113681876,365.7583986891759,198.96394355656545,24.678439931860847,2.864972424901475e-07,2.7534304133874038e-08,9809.903223031492,1373.438963574774,9268.109098601497,1372.8350824698246,541.7941232232628,40.72374007160407,1.2067323788401063e-06,8.332585148495523e-08,603.210850075016,152.4321519387946,560.3570774683647,152.0012705331706,42.853772458337176,11.453152447847641,1.483141671075103e-07,2.4011035564007982e-08,1844.7936473565417,348.1103701968361,1636.6467520815756,347.194031597044,208.14689479763769,25.24151861455845,4.773282475086766e-07,3.2074547659410774e-08,3207.643343090289,1106.8306775154856,-0.33869485822207057,0.5053001722610185,-0.6960324451532205,3.972238654051513,1.173427046614003,5.3176154618097184,1.2494556602524516,-1.3453768077582056,-0.7848972942467773,valid,isolation,0.5151515151515151,0.5151515151515151,0.75,100.0,2.0,3
2414.0831764268737,366.75025279341327,2212.058248836787,365.9062077979308,202.02492730358952,24.86754951679014,2.864972424901475e-07,2.7534304133874038e-08,9867.28966042471,1373.8755573586095,9319.373568500667,1373.2650453787176,547.916090717311,40.95317140855715,1.2067323788401063e-06,8.332585148495523e-08,604.0251958042353,152.43359862204494,561.171423197584,152.00272131732729,42.853772458337176,11.453152447847641,1.483141671075103e-07,2.4011035564007982e-08,1853.5154883273406,348.1892713300462,1645.3685930523745,347.27314092422904,208.14689479763769,25.24151861455845,4.773282475086766e-07,3.2074547659410774e-08,3215.5607043638356,1106.2766110498003,-0.3320007925838093,0.5009500834569292,-0.6876776613370044,3.9966597307461966,1.1772663416620106,5.3235539290417275,1.2447944540457325,-1.326894198295531,-0.7744573857991596,valid,isolation,0.5227272727272727,0.5227272727272727,0.75,100.0,2.0,3
2490.2702352749648,369.74306969623024,2285.184323937854,368.89317281283724,205.08591105061362,25.0552317983601,2.864972424901475e-07,2.7534304133874038e-08,9910.738594095901,1373.9682286669995,9350.578567183762,1373.3441129782134,560.1600257054073,41.40822061398974,1.2067323788401063e-06,8.332585148495523e-08,604.059559946712,152.43360145584958,561.2057873400607,152.00272415916484,42.853772458337176,11.453152447847641,1.483141671075103e-07,2.4011035564007982e-08,1860.0099060187833,348.2058752368699,1648.8020269967933,347.27629873921137,211.20787854466178,25.426440637034638,4.773282475086766e-07,3.2074547659410774e-08,3218.6260807129324,1105.3792778810202,-0.2924806453214286,0.4835854047831515,-0.6248878416472339,4.122557443664409,1.2070344082176099,5.328325705162033,1.241233749067492,-1.2057682614976244,-0.6964300381382308,valid,isolation,0.5303030303030303,0.5303030303030303,0.75,100.0,2.0,3
2723.6086250489184,391.765625123851,2515.4617299647834,390.95162202849684,208.14689479763769,25.24151861455845,2.864972424901475e-07,2.7534304133874038e-08,9976.10490786643,1374.4244788873932,9409.82291346024,1373.7937502359903,566.2819931994555,41.63388016286659,1.2067323788401063e-06,8.332585148495523e-08,607.247091509299,152.4643626022166,561.3323351556236,152.00275504479185,45.91475620536126,11.855139075235854,1.483141671075103e-07,2.4011035564007982e-08,1869.5354919349982,348.2853964202894,1658.3276129130081,347.356032733231,211.20787854466178,25.426440637034638,4.773282475086766e-07,3.2074547659410774e-08,3240.356075627882,1107.0708732163096,-0.18972896686640595,0.4410277829662804,-0.44003035076925884,4.485173602527186,1.2978252722503147,5.336140956351145,1.236407143175367,-0.8509673538239593,-0.4747379504179111,valid,isolation,0.5378787878787878,0.5378787878787878,0.75,100.0,2.0,3
